id,order_id,product_id,quantity,unit_price
102,45,1,3,19.18
103,45,38,3,282.27
104,46,1,1,86.41
105,46,12,2,350.87
106,47,1,2,362.09
107,47,1,1,50.14
108,47,1,3,193.21
109,48,1,3,403.42
110,49,3,3,212.72
111,49,1,2,403.11
112,50,1,1,495.3
113,50,62,3,54.09
114,50,57,2,361.92
115,51,108,3,372.35
116,51,1,1,411.04
117,52,3,2,141.47
118,53,1,2,51.45
119,53,185,3,431.81
120,54,3,2,497.22
121,54,303,2,161.28
122,55,10,3,198.91
123,56,1,1,321.71
124,56,15,2,351.27
125,56,9,3,51.5
126,56,1,1,23.87
127,57,5,1,302.81
128,57,1,1,299.18
129,57,91,3,25.26
130,58,1,2,75.23
131,58,1,1,448.75
132,58,2,1,34.12
133,59,6,1,274.7
134,60,1,2,344.91
135,60,1,2,404.65
136,60,1,1,92.67
137,61,3,2,448.33
138,62,1,2,153.32
139,62,12,2,425.07
140,63,1,2,123.85
141,63,8,2,243.33
142,64,2,2,360.99
143,64,9,3,476.52
144,64,3,3,291.39
145,64,1,2,272.6
146,65,1,2,331.34
147,66,5,3,399.14
148,67,3,2,335.11
149,67,4,3,488.52
150,68,1,1,138.27
151,68,50,1,257.0
152,68,10,2,361.71
153,68,2,2,455.94
154,69,2,1,34.23
155,69,1,3,483.31
156,69,2,3,160.52
157,69,3,1,395.57
158,70,6,1,195.74
159,70,6,2,428.71
160,70,14,3,177.5
161,70,1,1,175.8
162,71,1000,3,10.51
163,71,1,1,119.48
164,71,1,1,410.89
165,71,2,3,112.21
166,72,4,3,337.53
167,72,2,1,107.7
168,72,21,1,170.17
169,72,1,1,266.23
170,73,925,3,253.65
171,73,3,1,39.44
172,74,2,2,330.69
173,74,2,2,67.88
174,74,1000,1,93.6
175,75,2,1,181.04
176,76,3,3,486.81
177,76,1,2,173.77
178,76,43,3,123.91
179,76,4,3,498.77
180,77,1,3,222.85
181,77,2,3,242.03
182,78,1,3,420.95
183,78,395,1,283.56
184,78,1,1,234.59
185,79,6,1,448.72
186,79,1000,3,474.55
187,79,3,1,18.35
188,79,1,2,217.14
189,80,1,3,269.84
190,81,28,2,62.47
191,82,56,1,362.09
192,82,12,1,107.85
193,82,6,1,121.14
194,83,1,3,328.27
195,84,1,1,225.98
196,84,10,3,250.79
197,84,4,3,138.18
198,84,1,3,273.94
199,85,4,1,424.18
200,85,1,2,453.29
201,86,1,1,203.24
202,87,1,1,270.79
203,87,24,2,316.52
204,87,1,2,498.3
205,87,5,2,14.58
206,88,2,3,350.14
207,89,1,1,255.8
208,89,1,3,312.61
209,89,3,1,97.1
210,90,17,3,81.08
211,90,3,1,235.14
212,90,3,2,183.86
213,91,1,1,341.64
214,91,1000,1,390.69
215,91,1,1,180.35
216,91,60,1,258.51
217,92,8,3,483.17
218,92,6,2,182.86
219,93,1,1,177.51
220,94,1,2,272.49
221,94,1,3,274.79
222,94,2,2,405.45
223,95,1,3,280.32
224,95,1,2,92.31
225,96,1000,2,187.92
226,96,9,1,477.22
227,96,6,3,320.73
228,97,1,3,115.3
229,97,2,3,94.53
230,98,27,3,74.39
231,98,4,3,114.96
232,98,4,1,104.99
233,99,20,1,408.37
234,100,1,2,427.57
235,100,1,2,179.11
236,100,1,1,168.23
237,100,15,3,97.44
238,101,2,1,238.66
239,101,93,2,422.07
240,102,1,2,51.15
241,102,1,2,117.49
242,102,4,3,225.3
243,103,1,2,230.0
244,104,7,2,329.48
245,104,4,2,114.26
246,104,3,2,410.83
247,105,3,3,392.19
248,105,8,1,136.62
249,105,1,3,381.49
250,106,1,3,296.13
251,107,153,3,334.85
252,107,2,3,143.17
253,107,5,3,83.48
254,107,2,2,383.56
255,108,1,3,236.87
256,108,64,3,315.17
257,108,1,3,473.94
258,108,1,1,354.51
259,109,15,1,422.83
260,110,3,1,57.98
261,110,1,1,106.04
262,110,2,3,41.7
263,110,2,3,60.24
264,111,2,3,300.95
265,112,9,2,19.23
266,112,12,1,329.0
267,112,8,3,216.88
268,113,1,1,70.01
269,113,1,2,371.94
270,113,1,1,410.96
271,113,1,1,408.18
272,114,10,1,93.52
273,115,67,2,162.69
274,115,1,1,325.87
275,115,1,3,85.57
276,116,1000,2,462.73
277,116,1,1,256.65
278,117,3,1,84.86
279,117,1,3,307.64
280,118,1,1,303.76
281,118,4,3,293.25
282,118,1,2,313.92
283,119,4,1,64.91
284,120,2,1,318.63
285,121,8,2,358.79
286,121,927,1,367.53
287,121,1,3,435.75
288,121,2,3,183.05
289,122,4,1,91.27
290,122,1,1,397.44
291,122,3,2,313.73
292,122,1,3,331.15
293,123,1,1,432.72
294,123,87,3,131.47
295,123,3,2,228.24
296,123,753,2,110.34
297,124,243,3,425.68
298,124,1,3,36.36
299,125,1,1,247.23
300,125,2,2,239.91
301,126,2,2,401.81
302,126,1,1,23.29
303,126,326,1,42.44
304,126,7,3,432.1
305,127,1,2,254.11
306,127,1,3,372.99
307,128,1,2,86.33
308,129,1,2,64.08
309,129,1,2,168.28
310,129,1,3,122.5
311,130,1,3,366.21
312,130,3,2,17.4
313,130,3,1,240.27
314,130,1,2,88.62
315,131,2,2,183.45
316,131,2,1,249.86
317,132,1,3,449.2
318,132,23,3,25.95
319,132,1,3,237.1
320,132,1,2,395.98
321,133,28,3,38.8
322,133,8,1,476.55
323,134,1,3,153.09
324,134,2,2,488.56
325,135,5,3,202.25
326,135,42,2,485.61
327,135,1,2,337.38
328,135,4,2,311.38
329,136,6,2,14.11
330,137,2,2,274.76
331,137,31,2,271.35
332,138,59,3,35.14
333,139,10,3,470.39
334,139,1,3,297.0
335,139,1,2,450.34
336,140,5,1,204.63
337,140,15,3,448.61
338,141,21,1,328.15
339,141,4,2,452.07
340,142,1,1,471.52
341,143,38,1,219.65
342,143,15,1,23.99
343,144,39,2,436.05
344,144,1,3,294.8
345,144,1000,1,368.17
346,144,24,3,366.82
347,145,11,1,349.01
348,145,1,1,20.04
349,146,12,1,351.22
350,147,163,3,458.29
351,147,16,3,382.29
352,147,12,1,432.22
353,147,14,2,258.38
354,148,1,2,194.58
355,148,4,3,132.43
356,148,1,2,490.08
357,149,4,2,179.32
358,149,3,1,158.18
359,149,18,2,212.22
360,150,1,1,367.75
361,150,11,2,103.03
362,150,43,1,358.5
363,151,2,1,234.78
364,152,10,1,71.67
365,152,3,2,344.65
366,153,2,3,326.91
367,154,5,3,154.14
368,155,1,1,168.12
369,155,1,3,386.11
370,155,1,2,164.76
371,155,6,1,182.36
372,156,86,2,322.53
373,156,6,1,64.31
374,156,4,2,126.72
375,156,2,2,339.85
376,157,28,1,93.87
377,157,2,3,221.29
378,157,213,3,268.74
379,157,1,3,280.03
380,158,1,1,74.77
381,159,93,2,64.17
382,160,10,3,169.95
383,161,1,3,419.56
384,161,2,1,131.32
385,162,2,2,198.73
386,162,5,1,50.14
387,163,2,3,384.18
388,163,17,3,291.17
389,164,1,2,306.67
390,164,7,2,477.03
391,164,2,2,203.08
392,164,13,1,276.34
393,165,1,1,31.71
394,165,1000,2,52.51
395,166,1,3,20.02
396,167,1,2,106.12
397,167,512,3,402.5
398,167,1,1,116.44
399,167,1,2,228.02
400,168,4,1,405.67
401,168,7,1,236.41
402,168,1,3,258.06
403,169,2,2,178.54
404,169,7,3,319.54
405,169,1,1,204.36
406,170,5,3,464.27
407,170,1,2,407.38
408,170,33,3,413.02
409,170,3,1,193.44
410,171,22,3,302.32
411,171,1,1,347.19
412,171,1,2,36.55
413,172,16,2,471.46
414,173,1,1,387.46
415,173,1,1,213.94
416,173,5,2,418.25
417,173,4,2,307.97
418,174,10,3,63.32
419,174,2,2,154.59
420,174,3,1,326.98
421,174,9,1,303.01
422,175,7,2,68.86
423,175,1,3,96.75
424,176,2,2,480.39
425,176,76,1,332.5
426,177,2,1,18.65
427,177,2,1,66.19
428,178,1,1,288.3
429,178,1,1,310.14
430,178,1,2,139.44
431,179,28,3,322.74
432,180,4,1,299.72
433,180,1,3,303.64
434,180,1,2,12.66
435,181,2,3,245.31
436,181,15,2,453.72
437,182,1,2,217.38
438,182,1,1,35.0
439,182,6,3,134.08
440,183,84,2,253.7
441,183,2,2,128.73
442,183,1,2,142.78
443,183,3,3,101.45
444,184,3,2,319.98
445,184,1,3,277.59
446,184,5,3,113.52
447,184,1,1,323.51
448,185,3,2,484.02
449,186,2,3,96.03
450,186,1,2,359.14
451,186,6,1,241.04
452,187,1,3,202.03
453,187,9,3,449.13
454,187,1,1,440.73
455,187,1,1,491.07
456,188,1,2,237.18
457,188,1,2,237.06
458,188,12,1,404.67
459,188,1,1,303.67
460,189,42,1,85.79
461,190,106,3,330.4
462,190,12,3,218.02
463,190,3,2,55.59
464,191,2,2,381.73
465,191,7,3,171.68
466,192,7,3,71.34
467,193,15,3,109.23
468,194,1,1,204.95
469,194,33,1,237.37
470,195,156,2,53.18
471,195,23,1,374.41
472,196,6,1,426.43
473,196,1,3,128.15
474,197,1,1,247.1
475,197,5,1,327.51
476,197,1,2,199.84
477,197,1,1,247.86
478,198,207,1,109.26
479,199,6,2,56.2
480,199,1,2,349.13
481,199,1,3,235.9
482,199,2,1,212.74
483,200,2,3,63.92
484,200,5,2,238.3
485,200,36,3,279.75
486,201,22,3,185.7
487,201,1,3,374.13
488,202,2,1,291.88
489,202,2,2,55.5
490,203,8,2,364.01
491,203,50,2,359.71
492,203,13,3,237.39
493,204,22,2,475.22
494,205,8,1,233.48
495,205,227,2,258.92
496,205,8,3,464.33
497,206,1,1,225.99
498,206,1,3,181.2
499,206,2,1,343.03
500,206,1,2,300.18
501,207,1,3,231.51
502,207,2,2,426.24
503,207,49,3,146.88
504,207,1,1,271.17
505,208,1,3,19.29
506,209,2,3,356.18
507,210,438,2,161.26
508,211,1000,2,231.63
509,211,131,3,338.23
510,212,2,2,461.95
511,213,1,1,288.81
512,213,1,1,355.63
513,213,16,3,398.83
514,213,4,3,244.83
515,214,1,3,287.49
516,214,3,2,75.98
517,215,1,3,285.91
518,215,2,2,272.8
519,215,1,1,229.63
520,216,131,1,254.8
521,216,1,1,60.24
522,216,1,3,282.7
523,217,22,3,306.86
524,217,2,2,236.67
525,217,7,1,352.56
526,218,1,3,172.11
527,219,53,1,200.89
528,219,17,3,26.3
529,219,1,3,263.4
530,220,1,1,33.89
531,220,1,2,28.16
532,220,1,1,343.52
533,220,299,3,274.33
534,221,1,1,78.87
535,221,3,3,107.34
536,221,8,2,137.26
537,221,7,3,473.59
538,222,149,2,363.52
539,223,2,1,407.72
540,223,5,3,435.99
541,223,54,2,107.29
542,224,5,3,494.45
543,224,243,1,223.21
544,224,16,3,38.11
545,225,50,1,296.33
546,225,1,1,492.75
547,226,2,1,267.04
548,227,518,1,453.22
549,227,1,1,55.44
550,227,7,2,321.47
551,228,14,1,30.36
552,228,1,3,358.07
553,228,1,2,167.93
554,229,3,1,398.77
555,230,21,1,394.41
556,230,1,1,185.4
557,230,1,3,84.7
558,230,15,2,168.44
559,231,22,1,161.37
560,232,3,1,192.46
561,232,1,1,364.13
562,232,18,3,344.19
563,232,18,2,210.77
564,233,2,3,200.41
565,234,2,3,224.07
566,234,27,3,158.62
567,234,6,1,477.12
568,235,360,1,136.56
569,235,1,3,399.63
570,236,5,1,49.06
571,236,1,2,452.06
572,236,1,1,422.35
573,237,6,1,298.99
574,237,1,1,266.52
575,237,1,2,84.21
576,237,3,3,266.59
577,238,8,1,403.58
578,238,3,1,219.89
579,239,1,2,15.46
580,239,2,1,138.79
581,239,1,2,356.8
582,240,57,3,476.62
583,240,1,2,460.83
584,241,2,2,115.67
585,242,37,2,201.29
586,242,2,2,193.85
587,243,5,3,254.92
588,243,4,2,236.84
589,244,4,1,35.11
590,245,836,1,386.56
591,246,1,1,212.49
592,247,11,1,277.08
593,247,2,3,59.12
594,248,6,3,248.88
595,249,2,2,443.54
596,250,1,2,124.24
597,250,1,2,478.12
598,251,1,2,271.68
599,251,2,1,419.37
600,251,3,2,220.84
601,251,1,1,255.53
602,252,12,2,108.64
603,252,4,2,331.53
604,252,9,1,148.3
605,253,5,1,231.44
606,253,1,3,82.69
607,253,1,1,200.2
608,253,1,2,158.05
609,254,788,2,484.64
610,254,1,2,47.41
611,254,1,1,168.98
612,254,1,1,316.11
613,255,1,2,121.35
614,255,1,3,47.07
615,255,2,1,66.78
616,255,3,2,429.95
617,256,2,3,62.02
618,256,4,2,293.54
619,256,1,3,14.17
620,257,97,1,101.98
621,257,2,2,49.39
622,257,9,1,86.07
623,257,1,3,369.16
624,258,1,3,433.01
625,258,1,1,119.24
626,258,8,3,108.07
627,259,4,1,26.48
628,259,1,2,260.67
629,259,17,3,298.29
630,260,1,3,305.02
631,260,6,3,422.8
632,260,1,1,363.68
633,261,3,1,125.91
634,261,9,2,27.23
635,262,1,3,235.88
636,262,2,3,343.93
637,262,1,3,370.82
638,263,5,3,373.74
639,264,4,2,252.27
640,264,80,3,154.27
641,265,4,2,459.72
642,265,2,2,231.13
643,265,281,3,64.92
644,265,11,1,440.4
645,266,53,2,437.29
646,266,1,2,356.13
647,266,1000,2,158.08
648,267,4,2,255.9
649,268,1,3,39.66
650,268,1,2,343.32
651,268,1,1,138.52
652,269,1,3,214.64
653,269,2,3,360.14
654,270,10,3,278.5
655,270,15,3,342.35
656,271,4,1,147.93
657,271,98,2,105.47
658,271,13,1,233.51
659,271,28,1,28.68
660,272,1,2,420.25
661,273,6,1,355.17
662,274,3,2,221.95
663,274,423,1,358.33
664,274,1,3,144.62
665,274,1,3,287.78
666,275,2,3,52.14
667,276,19,2,217.76
668,276,4,2,426.21
669,277,1,2,299.7
670,277,2,2,233.4
671,278,37,3,219.13
672,278,3,1,157.71
673,279,4,2,341.71
674,279,2,2,242.54
675,279,2,1,175.62
676,279,1,2,393.34
677,280,1,1,299.51
678,280,1,3,20.23
679,280,3,2,301.96
680,280,4,2,261.01
681,281,70,1,373.31
682,282,1,1,208.35
683,282,5,2,30.86
684,282,1,3,341.36
685,282,1,1,222.48
686,283,3,1,434.08
687,283,9,2,241.43
688,283,6,2,257.31
689,283,1,2,379.74
690,284,3,1,366.22
691,284,9,3,26.72
692,284,1,2,21.04
693,284,1,1,416.48
694,285,1,2,21.77
695,285,28,2,159.2
696,285,4,1,475.04
697,285,8,1,481.53
698,286,1,3,194.69
699,286,1,3,445.64
700,287,1,2,382.72
701,287,1,1,74.93
702,288,2,3,364.48
703,289,1,3,340.27
704,289,194,3,87.52
705,289,2,1,62.15
706,289,2,2,347.56
707,290,1,2,408.74
708,290,1,2,216.61
709,291,1,2,419.96
710,292,1,3,352.42
711,292,3,3,124.26
712,293,10,2,128.71
713,293,17,1,192.7
714,293,1,1,81.97
715,294,1,2,94.2
716,295,6,1,305.58
717,295,2,1,146.09
718,295,1,1,168.35
719,296,58,2,20.19
720,296,1,3,375.25
721,296,1,2,318.77
722,297,1,2,236.0
723,297,12,1,285.91
724,298,1000,1,157.2
725,298,1,2,381.24
726,298,5,1,349.4
727,299,5,3,256.49
728,299,43,1,298.74
729,300,1000,2,327.9
730,300,49,2,49.25
731,301,1,3,356.21
732,302,7,1,252.88
733,302,3,2,461.85
734,302,1,3,12.44
735,303,121,3,16.8
736,303,1,1,284.28
737,304,7,3,91.75
738,305,1,1,10.41
739,305,3,2,433.75
740,306,1,2,77.22
741,307,8,2,283.49
742,308,1,1,114.19
743,308,3,2,265.46
744,308,1,2,451.15
745,308,9,3,155.14
746,309,4,1,353.71
747,309,2,1,481.5
748,309,1,1,39.81
749,310,1000,1,423.79
750,310,177,2,370.68
751,310,1,1,291.91
752,310,1,1,125.32
753,311,7,2,50.5
754,312,72,3,372.47
755,313,3,3,135.6
756,313,1,3,452.17
757,313,3,1,321.53
758,314,1,3,165.2
759,314,1,3,72.7
760,314,62,3,479.48
761,315,2,3,122.76
762,315,3,2,353.96
763,316,15,2,348.27
764,316,1,1,385.78
765,316,1,1,338.65
766,316,114,3,111.42
767,317,1,1,164.9
768,318,2,2,19.97
769,318,1,1,343.92
770,319,1,2,378.66
771,319,1,3,454.75
772,319,4,1,141.53
773,319,1,1,13.59
774,320,1,3,111.69
775,321,1,2,449.7
776,321,1,2,156.57
777,322,1,1,201.08
778,322,20,2,65.28
779,322,666,2,252.17
780,323,3,3,336.89
781,324,6,2,254.81
782,324,4,1,305.71
783,325,1,3,349.36
784,325,3,1,485.16
785,325,6,2,189.01
786,325,1,2,431.66
787,326,77,1,73.37
788,327,1,3,93.35
789,327,1,1,287.57
790,328,2,3,135.24
791,329,25,3,475.84
792,330,3,2,429.48
793,330,4,1,81.06
794,331,7,3,440.28
795,331,263,1,398.83
796,331,1,2,54.38
797,332,4,1,202.28
798,333,1,1,261.85
799,334,4,1,261.21
800,334,1,1,203.43
801,334,3,2,201.05
802,334,3,3,358.72
803,335,83,3,313.57
804,335,1000,1,396.49
805,336,9,1,29.93
806,336,19,1,263.52
807,337,1,1,197.66
808,338,10,2,300.35
809,338,1,3,320.8
810,338,16,1,87.25
811,338,2,2,81.71
812,339,8,3,103.51
813,339,1,1,443.44
814,340,1,3,152.63
815,340,3,1,246.19
816,340,2,2,220.47
817,340,1,3,369.0
818,341,2,3,293.02
819,342,17,3,370.0
820,342,2,1,50.82
821,342,1,2,301.36
822,342,1,3,180.23
823,343,21,3,486.41
824,343,2,1,360.45
825,344,4,3,307.52
826,344,2,2,192.47
827,344,4,2,235.31
828,344,72,2,107.98
829,345,65,1,72.59
830,345,8,3,55.04
831,345,1,1,119.85
832,346,14,2,157.65
833,346,1,3,451.47
834,346,1000,1,54.97
835,347,1,1,476.8
836,347,27,3,196.43
837,347,6,3,286.98
838,347,1,1,452.51
839,348,1,3,228.8
840,349,3,1,257.22
841,349,5,2,360.93
842,350,2,2,488.05
843,350,200,3,149.16
844,351,1,3,292.77
845,351,2,1,464.06
846,351,80,3,411.15
847,351,1,2,32.03
848,352,1,2,50.31
849,352,1,2,486.76
850,352,3,2,190.03
851,353,1,1,236.77
852,353,2,1,30.06
853,354,63,1,169.63
854,354,4,1,342.91
855,354,11,1,432.64
856,355,1,2,366.16
857,355,36,2,338.04
858,355,21,2,384.8
859,355,2,2,222.64
860,356,11,2,409.31
861,356,12,2,325.12
862,356,13,1,441.72
863,356,3,1,429.07
864,357,1,1,28.85
865,358,86,3,274.94
866,358,1,2,414.08
867,358,25,2,451.96
868,358,3,2,329.4
869,359,1,3,431.58
870,359,6,3,94.83
871,359,1,1,410.19
872,360,1,2,452.93
873,360,7,2,458.18
874,360,2,1,428.56
875,360,1,3,494.05
876,361,2,1,497.34
877,361,1,3,403.34
878,361,1000,3,160.94
879,362,4,2,366.42
880,362,1,1,474.55
881,363,1,1,256.47
882,364,8,1,466.45
883,365,1,3,54.73
884,365,1,1,330.04
885,365,3,3,379.73
886,365,1,3,104.25
887,366,1,3,235.65
888,367,1,3,240.74
889,367,1,3,207.91
890,367,2,3,481.22
891,367,7,1,351.86
892,368,3,1,428.98
893,369,4,1,132.93
894,369,2,1,112.38
895,369,1,1,136.37
896,370,2,3,295.67
897,370,1,1,95.88
898,370,3,1,202.49
899,371,3,1,53.75
900,371,1,1,366.44
901,371,1,2,141.17
902,372,1,3,96.45
903,372,82,2,192.48
904,372,3,1,278.78
905,373,97,2,277.23
906,374,135,1,87.34
907,374,4,1,82.47
908,374,135,2,330.04
909,375,2,3,143.87
910,376,5,3,230.0
911,377,3,2,315.79
912,377,2,3,172.56
913,377,12,3,284.34
914,377,3,2,136.6
915,378,60,2,339.42
916,378,2,3,367.96
917,379,1,1,248.27
918,379,16,2,228.95
919,379,4,1,177.27
920,379,1,1,465.92
921,380,34,2,122.04
922,380,8,1,120.35
923,380,5,1,344.16
924,381,3,3,194.91
925,381,1,3,217.85
926,381,9,2,273.82
927,381,1,2,19.77
928,382,4,2,30.55
929,382,9,1,43.15
930,382,1,2,363.69
931,383,5,1,390.02
932,383,1,1,445.55
933,383,1,2,480.26
934,384,1,2,452.42
935,384,28,3,339.71
936,385,1,2,100.82
937,385,3,2,160.01
938,385,1,2,116.41
939,385,3,1,351.53
940,386,7,1,298.32
941,386,1,2,472.39
942,386,2,2,144.53
943,386,16,3,316.08
944,387,1,1,420.9
945,388,2,2,69.47
946,388,47,3,230.74
947,389,50,3,265.69
948,389,1,1,464.53
949,389,649,3,445.42
950,390,2,2,365.87
951,390,3,3,482.9
952,390,1,1,429.59
953,391,7,3,45.35
954,391,16,1,473.64
955,391,2,1,407.35
956,392,2,2,53.11
957,392,3,2,145.78
958,392,3,2,380.76
959,393,1,3,427.46
960,393,5,1,395.18
961,394,4,3,244.65
962,394,31,3,255.16
963,394,12,1,303.56
964,394,8,3,182.38
965,395,1,2,441.92
966,395,1,3,182.04
967,395,1,1,164.73
968,395,1,1,204.91
969,396,8,1,157.27
970,397,2,2,53.53
971,397,1,3,144.52
972,397,1,1,418.33
973,398,1,3,271.33
974,398,5,1,33.65
975,398,1,1,58.72
976,398,1,1,78.15
977,399,1,3,281.54
978,399,28,2,402.59
979,399,1,3,421.7
980,400,1000,1,171.57
981,400,7,2,278.42
982,400,4,3,12.36
983,400,2,3,27.21
984,401,10,1,470.76
985,401,1,2,51.42
986,401,201,1,91.42
987,402,1,3,83.17
988,403,12,3,94.12
989,404,4,1,420.25
990,404,7,1,272.58
991,404,1,1,122.46
992,404,3,1,189.78
993,405,1,3,23.26
994,406,1,1,304.73
995,407,7,2,298.72
996,407,1,1,289.27
997,407,1,2,198.58
998,408,4,1,34.22
999,408,2,2,289.82
1000,408,3,3,253.19
1001,408,10,3,358.44
1002,409,10,1,107.31
1003,409,23,2,75.3
1004,409,1,1,239.04
1005,409,6,3,458.52
1006,410,1000,2,79.04
1007,410,1,1,295.13
1008,410,1,2,311.57
1009,410,4,3,47.5
1010,411,10,3,72.99
1011,412,1,1,338.53
1012,413,4,2,315.23
1013,413,1,2,395.84
1014,413,13,1,306.24
1015,414,1,3,230.04
1016,414,5,1,435.46
1017,414,1,2,376.19
1018,414,3,3,305.87
1019,415,44,1,108.41
1020,415,6,1,110.96
1021,415,1,1,84.55
1022,416,1,3,346.18
1023,417,1,3,172.18
1024,417,7,1,282.03
1025,417,44,1,316.52
1026,417,2,3,106.38
1027,418,2,2,219.45
1028,418,2,1,131.13
1029,418,1,1,42.83
1030,418,740,3,341.1
1031,419,2,1,328.48
1032,420,49,2,65.29
1033,420,1,1,206.71
1034,421,4,3,207.77
1035,421,2,3,105.47
1036,421,1,1,213.0
1037,421,4,2,369.95
1038,422,1,1,122.53
1039,422,22,2,154.27
1040,423,4,2,109.1
1041,423,2,1,351.47
1042,424,13,3,108.3
1043,424,96,1,178.48
1044,424,1,3,11.24
1045,424,54,1,368.66
1046,425,2,1,83.03
1047,425,1,1,163.13
1048,425,14,3,85.64
1049,426,12,2,341.92
1050,427,3,1,383.65
1051,427,40,3,307.97
1052,428,2,2,468.31
1053,428,2,1,182.87
1054,428,1,1,313.66
1055,428,11,3,97.43
1056,429,1,1,347.86
1057,429,112,2,454.93
1058,429,231,3,369.76
1059,429,1,2,351.89
1060,430,1,1,478.84
1061,430,1,2,479.08
1062,430,1,3,105.46
1063,430,1,1,276.75
1064,431,1,3,356.14
1065,432,2,2,191.12
1066,432,4,2,27.02
1067,432,1,3,363.87
1068,433,1,1,172.2
1069,433,3,1,100.42
1070,433,275,3,355.68
1071,434,14,3,486.42
1072,434,1,3,194.88
1073,434,732,2,455.6
1074,435,5,2,146.84
1075,435,1,1,98.93
1076,435,10,1,149.17
1077,435,111,3,83.46
1078,436,1,3,322.26
1079,436,1,2,292.17
1080,436,1,2,44.08
1081,436,1,2,193.24
1082,437,138,1,489.32
1083,437,1,2,311.1
1084,437,1,1,308.41
1085,437,2,3,167.92
1086,438,334,3,344.85
1087,438,2,3,353.39
1088,439,15,2,31.46
1089,440,3,1,311.51
1090,440,8,2,358.76
1091,440,2,2,260.66
1092,441,1,2,284.0
1093,441,1,1,18.2
1094,442,4,3,247.12
1095,442,10,3,423.14
1096,442,1,3,494.7
1097,443,10,3,34.5
1098,444,5,3,34.57
1099,444,1,1,20.53
1100,444,1,3,195.31
1101,445,1,1,433.01
1102,445,1,1,162.94
1103,445,1,1,271.37
1104,446,4,2,178.46
1105,447,3,2,408.24
1106,448,1,3,338.67
1107,448,7,2,271.29
1108,448,4,1,57.12
1109,449,3,1,397.14
1110,450,1,3,155.1
1111,450,17,1,46.45
1112,451,13,3,482.69
1113,452,1,1,275.99
1114,452,1,2,146.93
1115,453,3,1,349.36
1116,453,2,1,58.32
1117,454,1,3,309.13
1118,454,1,2,335.77
1119,454,1,1,125.31
1120,454,1,3,330.37
1121,455,2,3,246.18
1122,456,4,1,17.3
1123,457,1,3,183.7
1124,457,1,2,286.88
1125,458,59,1,200.02
1126,458,1,3,163.83
1127,459,4,1,269.46
1128,460,335,2,438.83
1129,460,2,1,95.5
1130,460,3,2,188.42
1131,461,3,2,475.8
1132,461,3,1,387.8
1133,461,23,2,154.1
1134,461,1,1,155.28
1135,462,119,1,218.85
1136,462,4,3,172.69
1137,462,12,1,481.81
1138,462,9,1,315.37
1139,463,1,1,232.63
1140,463,1,1,251.12
1141,463,1,2,106.78
1142,464,1,2,218.76
1143,465,1,3,331.92
1144,465,1,2,70.04
1145,466,4,3,178.9
1146,467,4,2,252.23
1147,468,1,2,499.06
1148,468,1,3,56.83
1149,468,1,3,32.97
